Asistencia (%)_scaled,Desarrollo de Tareas (%)_scaled,Facultad_Ciencias de la Salud,Promedio ponderado del semestre,Matrícula al día_Sí,carga_aprobada,backlog_aprob_scaled,Facultad_Ingeniería y Arquitectura,conflicto_trabajo_estudio_scaled,Becario_Sí,trabajo_ordinal_scaled,Procedencia_Lima,"¿La falta de recursos económicos, becas o facilidades de pago me haría interrumpir mis estudios?",Situación laboral_Tiempo completo,Trasladado(a)_Sí,Facultad_Teología,Formas de Pago_Otros,Deuda,Necesidades educativas especiales_Sí,Modo de solicitud_Ingreso directo,¿La dificultad de los cursos supera mis capacidades actuales y me lleva a considerar dejar la universidad?,¿La calidad de la enseñanza y las metodologías docentes me desmotivan al punto de pensar en abandonar?,"¿El estrés, la ansiedad u otros problemas de bienestar asociados a la vida universitaria me hacen considerar abandonar?",Crianza Adventista_Sí,¿La incompatibilidad entre mis horarios de trabajo y las clases me llevaría a abandonar la carrera.?,target_deserto
-0.026086956521738883,-0.5064220183486232,False,15.46,True,0.8333333333333334,-0.5,False,0.0,False,0.0,True,4,False,False,False,False,2961.21,False,False,4,4,1,False,1,1
-0.17391304347826086,-0.29357798165137616,False,11.08,True,0.5,-0.5,False,2.5,False,2.0,False,5,True,False,False,False,56.47,False,False,2,5,4,True,5,0
1.2782608695652176,-0.1834862385321101,False,11.36,True,0.5,1.0,False,0.0,False,0.0,True,4,False,False,False,False,141.65,False,False,5,2,4,True,5,0
-0.3130434782608703,1.0495412844036696,False,15.28,True,0.6,-0.5,False,1.0,True,1.0,True,5,False,False,False,False,955.39,False,False,5,2,2,True,4,1
0.3304347826086954,-0.9467889908256875,True,15.6,True,0.8571428571428571,-0.5,False,0.0,False,0.0,False,1,False,False,False,False,271.05,False,False,2,2,3,False,1,0
0.5043478260869563,0.10275229357798207,False,13.58,True,0.5714285714285714,0.0,False,0.5,False,1.0,True,5,False,False,False,False,1807.65,True,False,1,1,5,True,2,0
1.1565217391304345,1.4091743119266058,False,10.01,True,0.3333333333333333,0.5,True,0.0,False,0.0,True,5,False,True,False,False,1513.41,False,False,5,1,3,False,4,0
0.06086956521739155,-0.8073394495412844,False,15.74,True,0.8571428571428571,-0.5,False,0.0,False,0.0,False,4,False,False,False,False,1102.03,False,True,2,1,4,True,3,0
0.26956521739130385,0.3376146788990832,False,12.19,True,0.5,-0.5,False,1.25,False,1.0,False,3,False,False,False,False,496.32,False,False,1,3,5,False,5,0
0.7217391304347823,-0.13944954128440304,True,12.48,True,0.6666666666666666,0.0,False,0.0,False,0.0,False,5,False,False,False,False,1051.49,False,False,5,3,1,True,5,0
0.8695652173913043,-0.08073394495412803,False,12.99,True,0.5,0.0,False,0.5,False,1.0,True,5,False,False,False,False,4405.58,False,False,3,5,5,True,2,0
-0.17391304347826086,0.6752293577981654,True,13.3,True,0.6666666666666666,0.0,False,0.0,False,0.0,True,4,False,False,False,False,665.46,False,True,2,4,1,True,1,0
1.3304347826086953,0.5211009174311932,True,12.46,False,0.5,-0.5,False,0.0,True,0.0,True,5,False,False,False,False,1329.6,False,False,4,5,3,False,4,0
0.15652173913043455,0.49908256880733926,False,14.79,True,0.75,0.0,False,1.0,True,2.0,True,5,True,True,False,False,830.54,False,True,1,5,3,False,2,0
0.3999999999999995,-1.614678899082569,False,13.9,True,0.6,-0.5,False,0.0,False,0.0,True,5,False,False,False,False,769.81,True,False,5,1,5,True,4,0
-1.2086956521739136,-0.05137614678899104,False,12.36,True,0.5,0.0,False,0.0,False,0.0,False,1,False,True,False,False,83.58,False,False,1,5,1,True,1,0
-0.13043478260869565,-0.08073394495412803,False,13.6,True,0.625,0.0,False,0.0,False,0.0,True,3,False,False,False,False,1067.41,False,False,2,1,2,True,5,0
-0.1913043478260872,0.8146788990825694,True,5.0,True,0.14285714285714285,1.5,False,1.25,False,1.0,False,1,False,False,False,False,1472.38,False,False,3,1,3,True,5,1
0.09565217391304298,0.5211009174311932,False,16.85,True,0.875,-0.5,True,0.0,True,0.0,True,3,False,False,False,True,561.68,False,False,2,4,3,False,4,0
-0.4782608695652174,0.6458715596330273,False,11.58,True,0.625,0.5,False,0.5,False,1.0,False,4,False,False,False,False,36.98,False,True,2,1,5,True,2,0
0.2608695652173913,-0.6458715596330273,True,11.8,True,0.5,0.0,False,0.0,True,0.0,True,3,False,False,False,False,25.99,False,True,1,1,2,False,2,0
0.2086956521739123,0.21284403669724813,False,14.45,True,0.6666666666666666,0.0,True,0.0,False,0.0,True,4,False,False,False,False,948.04,False,True,4,3,2,False,1,0
0.30434782608695654,-0.39633027522935715,True,12.63,True,0.6,-0.5,False,0.0,False,0.0,False,3,False,False,False,False,498.59,False,True,2,5,4,False,1,0
-0.6521739130434783,-1.5339449541284402,True,13.85,True,0.75,0.0,False,2.0,False,2.0,True,4,True,False,False,False,145.33,False,False,1,3,1,False,4,0
-0.18260869565217466,0.029357798165138033,False,13.59,True,0.6666666666666666,0.0,True,0.25,True,1.0,False,2,False,False,False,False,32.55,False,True,1,1,2,False,1,1
0.08695652173913043,-0.2422018348623851,False,8.98,True,0.4,0.5,True,0.0,False,0.0,False,5,False,False,False,False,835.37,False,False,5,1,2,True,5,0
0.07826086956521665,1.2477064220183487,False,13.58,True,0.5,0.0,True,0.0,False,0.0,False,1,False,False,False,False,210.99,False,False,2,5,1,False,2,0
-0.6000000000000005,0.8954128440366974,False,12.71,True,0.5,0.5,True,0.0,False,0.0,False,5,False,False,False,False,1265.48,False,False,5,1,3,True,5,0
1.095652173913043,-0.5577981651376143,True,15.53,True,0.8333333333333334,-0.5,False,0.0,False,0.0,False,3,False,False,False,False,703.13,False,False,5,4,4,False,5,0
0.8086956521739128,0.17614678899082611,False,13.68,True,0.75,-0.5,True,0.0,False,0.0,False,2,False,False,False,True,71.18,False,False,4,2,4,True,5,0
0.0695652173913041,-1.1082568807339446,True,10.42,True,0.5,0.5,False,0.0,False,0.0,True,3,False,False,False,False,609.26,False,False,5,1,1,True,2,0
0.2086956521739123,0.44770642201834926,False,20.0,True,1.0,-1.0,False,0.0,False,0.0,True,5,False,False,False,False,2540.73,False,False,1,1,2,False,2,0
0.3565217391304343,-1.0568807339449535,True,13.65,True,0.75,-0.5,False,2.5,False,2.0,False,1,True,False,False,False,530.88,False,False,2,1,5,True,5,1
0.33913043478260796,-0.23486238532110112,False,10.25,True,0.5,0.0,True,2.5,False,2.0,False,3,True,False,False,False,304.26,False,False,2,5,2,True,5,0
0.2086956521739123,1.1302752293577987,False,13.08,True,0.6666666666666666,0.0,True,1.25,True,1.0,False,1,False,False,False,False,225.04,False,False,4,2,3,True,5,0
-0.6260869565217394,0.5577981651376153,False,9.12,True,0.4,0.5,True,0.0,False,0.0,False,2,False,False,False,False,1092.68,False,True,5,4,5,True,1,1
-0.8347826086956529,0.11743119266055109,False,13.55,True,0.6,-0.5,True,1.25,False,1.0,True,4,False,False,False,False,1289.18,False,False,5,1,3,True,5,0
-0.51304347826087,0.12477064220183508,False,10.35,False,0.6,0.0,True,0.0,False,0.0,True,5,False,True,False,False,805.93,False,False,2,1,2,True,5,1
0.8260869565217391,-0.9541284403669725,False,17.37,True,0.75,-0.5,False,0.0,False,0.0,True,5,False,False,True,False,218.85,False,False,1,2,3,True,5,0
-0.15652173913043455,0.5577981651376153,False,8.41,False,0.3333333333333333,0.5,True,1.25,False,1.0,False,5,False,False,False,False,2229.58,False,False,5,4,4,False,5,0
0.2782608695652176,-0.9834862385321095,True,8.54,True,0.4,0.5,False,0.0,False,0.0,False,5,False,False,False,False,113.15,False,False,5,3,3,False,4,0
0.32173913043478286,0.06605504587156005,False,12.69,True,0.5,0.5,True,0.0,False,0.0,True,5,False,False,False,False,813.98,False,False,4,4,1,True,1,0
-1.3391304347826092,-1.4605504587155962,False,18.67,True,1.0,-1.0,False,0.5,False,2.0,False,1,True,False,False,False,369.15,False,False,3,2,3,False,1,1
-0.9913043478260875,0.46972477064220225,False,11.81,True,0.6666666666666666,0.0,False,0.0,False,0.0,False,5,False,False,False,False,556.6,False,False,5,1,5,True,3,0
1.3304347826086953,-0.49908256880733926,False,14.97,False,0.6,-0.5,False,0.25,False,1.0,True,2,False,False,False,True,358.59,False,False,2,1,3,True,1,0
-0.41739130434782584,0.04403669724770705,True,13.8,True,0.6,0.0,False,0.0,False,0.0,False,1,False,False,False,False,471.77,False,False,2,1,5,True,1,1
1.3304347826086953,0.05137614678899104,False,13.21,True,0.6,-0.5,False,0.5,False,1.0,True,5,False,False,False,False,1510.73,False,False,1,5,1,True,2,0
1.2086956521739123,-1.4238532110091742,False,13.68,True,0.6666666666666666,0.0,True,0.0,False,0.0,True,5,False,False,False,False,709.81,False,False,2,1,5,True,2,1
-0.052173913043479,0.6825688073394494,False,14.55,True,0.75,0.0,False,2.5,False,2.0,False,5,True,False,False,False,1448.07,False,True,5,5,1,True,5,0
0.06086956521739155,1.0055045871559636,True,10.62,True,0.5,0.5,False,0.0,True,0.0,False,4,False,False,False,False,206.43,False,False,1,1,5,False,5,0
-0.46956521739130486,-0.5944954128440363,True,10.2,False,0.5,0.0,False,0.0,False,0.0,True,5,False,False,False,False,874.83,False,False,2,2,3,True,1,0
0.5217391304347826,-0.3229357798165131,False,14.41,True,0.5,-0.5,False,0.0,False,0.0,True,5,False,False,False,False,516.85,False,False,3,2,3,True,3,0
0.6608695652173908,-0.1834862385321101,False,15.19,True,0.6666666666666666,-0.5,True,0.25,True,1.0,True,5,False,False,False,True,139.6,False,False,5,3,2,False,1,1
0.23478260869565243,-0.49174311926605524,False,13.77,True,0.6666666666666666,0.0,True,0.0,False,0.0,True,2,False,False,False,False,404.26,False,False,4,1,4,True,1,0
-1.5043478260869563,-0.08073394495412803,False,10.86,True,0.5,1.0,True,0.0,False,0.0,False,5,False,True,False,False,971.66,False,False,2,1,2,False,1,1
0.4782608695652174,-1.6073394495412843,True,5.17,True,0.2,1.0,False,2.5,False,2.0,False,5,True,False,False,False,450.35,False,False,5,5,2,True,5,0
1.2521739130434775,1.2403669724770647,False,10.25,True,0.5,0.5,True,0.25,False,1.0,False,5,False,False,False,True,4446.12,False,False,5,3,5,True,1,0
-0.4086956521739133,-0.08807339449541306,False,12.27,True,0.5,0.5,False,2.0,True,2.0,True,5,True,False,False,False,667.74,False,True,5,1,2,False,4,0
-1.2782608695652176,-0.9321100917431194,True,7.11,False,0.4,0.5,False,0.0,False,0.0,False,5,False,False,False,False,1055.33,False,False,5,1,5,True,1,1
-0.23478260869565243,1.2844036697247707,False,16.29,True,0.8333333333333334,-0.5,True,2.5,False,2.0,False,4,True,False,False,False,861.38,False,False,2,5,4,True,5,0
0.2956521739130427,-0.4697247706422012,False,8.78,True,0.375,1.0,False,0.0,False,0.0,False,3,False,False,False,False,570.43,False,False,5,2,2,True,3,1
-0.13043478260869565,-0.08073394495412803,False,15.02,True,0.5,-0.5,False,0.0,True,0.0,False,5,False,False,False,False,1599.71,False,False,3,4,3,False,5,0
0.9391304347826085,0.7559633027522934,False,20.0,True,1.0,-1.0,False,0.0,False,0.0,False,1,False,False,False,False,1086.14,False,True,3,2,5,False,2,0
0.4260869565217384,0.5284403669724773,True,12.36,False,0.5,0.0,False,0.0,False,0.0,True,5,False,False,False,False,1118.28,False,False,2,1,3,True,2,0
-1.3043478260869565,0.24954128440367015,False,11.38,True,0.42857142857142855,0.5,True,0.0,True,0.0,True,4,False,True,False,False,652.87,False,False,5,5,5,True,4,0
0.8782608695652169,0.6165137614678903,False,10.84,False,0.5,0.5,False,0.0,False,0.0,True,3,False,False,False,False,29.68,False,True,4,1,1,True,4,0
1.3304347826086953,0.1834862385321101,False,13.23,True,0.625,0.5,True,1.0,True,1.0,False,3,False,False,False,True,2258.35,False,False,1,5,1,True,4,0
0.8956521739130432,-0.7779816513761464,False,12.7,True,0.6666666666666666,0.0,True,0.0,False,0.0,False,5,False,False,False,False,621.16,False,False,5,2,5,True,1,0
0.23478260869565243,0.2422018348623851,False,14.36,True,0.5714285714285714,0.0,False,0.0,False,0.0,False,3,False,False,False,False,1112.96,False,True,3,3,1,True,1,0
1.3304347826086953,1.5192660550458719,False,15.2,True,0.75,0.0,False,0.0,False,0.0,True,3,False,False,False,False,1407.25,False,False,2,2,2,True,1,0
0.4782608695652174,-1.0568807339449535,True,15.25,True,0.6666666666666666,-0.5,False,0.0,False,0.0,True,3,False,False,False,False,547.34,False,False,3,1,1,True,3,0
-0.026086956521738883,1.0201834862385326,False,5.24,True,0.25,1.5,False,0.75,False,1.0,False,1,False,False,False,False,1900.17,False,True,5,1,2,True,3,1
0.15652173913043455,0.5798165137614683,False,11.85,True,0.5,-0.5,False,0.25,False,1.0,True,3,False,False,True,False,90.17,False,False,1,2,2,True,1,0
-0.7565217391304351,-0.2275229357798161,False,14.84,True,0.8333333333333334,-0.5,True,0.0,False,0.0,True,5,False,False,False,False,1342.16,False,True,5,4,3,True,3,0
-1.434782608695652,0.6311926605504593,False,13.55,True,0.625,0.5,True,0.75,False,1.0,True,2,False,False,False,False,738.11,False,False,3,3,4,False,3,0
-1.0434782608695652,-0.29357798165137616,False,12.7,True,0.75,-0.5,True,0.0,False,0.0,True,5,False,False,False,False,936.6,False,True,5,1,2,False,2,1
0.4086956521739133,0.31559633027522915,False,11.28,True,0.4,0.0,False,0.5,False,1.0,True,3,False,True,False,False,438.7,False,False,4,1,1,False,2,0
0.043478260869565216,0.5431192660550462,False,12.77,True,0.5714285714285714,0.5,False,0.0,False,0.0,False,5,False,False,True,False,2391.71,True,False,4,3,1,True,2,0
-1.147826086956522,0.6385321100917434,True,14.98,True,0.7142857142857143,0.0,False,0.0,False,0.0,False,2,False,False,False,False,576.82,False,False,4,4,2,True,1,0
-1.1999999999999997,0.4550458715596332,True,19.04,True,1.0,-1.0,False,1.25,False,1.0,False,4,False,False,False,False,1415.37,False,True,1,3,5,False,5,0
1.243478260869565,0.7779816513761474,True,11.11,True,0.5714285714285714,0.5,False,0.0,True,0.0,True,4,False,False,False,False,2141.2,False,False,5,3,2,False,1,0
-0.6173913043478269,-0.4330275229357792,False,17.96,True,0.8571428571428571,-0.5,False,0.0,False,0.0,True,3,False,False,False,False,1876.43,False,False,1,1,1,True,2,0
0.3739130434782606,-0.6238532110091743,False,13.79,True,0.5,-0.5,False,1.25,False,1.0,True,5,False,False,False,False,555.42,False,True,3,5,1,False,5,1
-1.8000000000000003,0.7045871559633033,True,11.55,True,0.5,-0.5,False,0.0,False,0.0,False,5,False,False,False,False,1122.6,False,False,2,5,3,True,1,0
-1.0434782608695652,0.4844036697247713,True,18.86,True,1.0,-1.0,False,0.0,False,0.0,True,3,False,False,False,False,1433.79,False,True,3,5,4,True,4,1
-0.36521739130434805,1.1302752293577987,False,15.79,True,0.8333333333333334,-0.5,True,0.0,True,0.0,False,1,False,False,False,False,430.82,False,False,2,5,3,True,1,0
-0.660869565217392,-0.03669724770642202,True,9.24,True,0.5,0.5,False,1.25,False,1.0,True,5,False,False,False,False,6728.69,False,True,4,2,4,True,5,0
1.0521739130434777,0.3596330275229362,True,12.28,True,0.5714285714285714,0.5,False,0.75,False,1.0,True,5,False,False,False,False,1498.04,False,False,3,2,5,True,3,0
-1.2086956521739136,0.34495412844036716,False,10.45,True,0.6,0.0,False,2.0,False,2.0,True,4,True,True,False,False,370.46,False,False,3,4,4,True,4,0
-0.9565217391304348,-1.5926605504587152,False,10.64,True,0.5,-0.5,False,0.0,False,0.0,False,5,False,False,False,False,1576.53,False,False,3,5,5,True,2,1
0.9913043478260862,-0.08073394495412803,False,10.13,True,0.5,0.5,True,0.0,False,0.0,True,5,False,False,False,False,478.77,False,False,4,2,1,True,5,0
0.5739130434782603,0.3522935779816512,False,14.37,True,0.5,-0.5,True,0.0,False,0.0,False,2,False,True,False,False,2856.7,False,False,5,2,1,False,5,0
0.7304347826086949,-0.33761467889908214,False,10.54,True,0.5,0.5,True,0.0,False,0.0,True,3,False,True,False,False,371.09,False,False,4,1,4,True,4,0
-0.8956521739130432,1.0788990825688076,True,15.37,True,0.75,-0.5,False,0.0,False,0.0,True,4,False,True,False,False,2108.75,False,True,3,1,4,True,2,0
0.2521739130434775,0.9174311926605505,False,15.69,True,0.5,-0.5,True,1.25,False,1.0,False,5,False,False,False,False,1008.36,False,False,3,3,4,True,5,0
-0.9652173913043486,0.47706422018348627,False,17.61,True,0.8,-1.0,True,0.0,False,0.0,True,2,False,False,False,False,198.48,False,False,2,5,4,True,2,0
-0.34782608695652173,0.5651376146788993,False,10.91,True,0.6,0.0,False,1.5,False,2.0,True,5,True,False,False,False,1578.8,False,False,5,4,5,False,3,0
-0.28695652173913017,0.2422018348623851,False,11.65,False,0.6666666666666666,0.0,False,0.75,False,1.0,True,5,False,False,False,False,3076.7,False,True,4,5,1,False,3,0
-1.243478260869565,0.6165137614678903,False,8.33,False,0.4,0.0,True,1.25,False,1.0,False,5,False,False,False,False,818.44,False,False,2,3,5,True,5,1
0.21739130434782608,-0.07339449541284404,False,5.0,False,0.25,0.0,False,0.0,False,0.0,False,3,False,False,False,False,336.84,False,False,5,3,1,False,4,1
0.9913043478260862,0.21284403669724813,False,7.37,True,0.25,0.0,False,0.0,False,0.0,False,3,False,True,False,False,45.24,False,False,5,1,3,True,1,0
0.06086956521739155,0.8807339449541285,True,13.21,True,0.625,0.5,False,0.0,False,0.0,False,4,False,False,False,False,111.24,False,False,1,1,5,False,2,0
0.5826086956521742,0.1834862385321101,False,11.44,False,0.5,0.5,False,0.0,False,0.0,True,5,False,False,False,False,784.75,False,False,5,2,2,True,1,0
-0.19999999999999976,0.3009174311926612,False,12.56,True,0.5,-0.5,True,0.25,False,1.0,True,5,False,False,False,True,1573.75,False,False,3,1,3,True,1,0
-0.0695652173913041,-0.2422018348623851,False,11.43,True,0.6,0.0,False,0.5,False,1.0,True,1,False,False,True,False,1261.51,False,False,1,2,5,True,2,1
1.0782608695652167,-1.0128440366972475,True,10.95,True,0.5,1.0,False,0.0,False,0.0,True,2,False,False,False,False,444.72,False,True,5,4,5,False,1,0
-0.19999999999999976,0.12477064220183508,True,14.35,True,0.5,-0.5,False,0.0,True,0.0,False,1,False,False,False,False,433.1,False,False,2,5,1,True,3,0
0.2782608695652176,0.30825688073394514,True,10.07,True,0.42857142857142855,0.5,False,0.0,False,0.0,True,1,False,False,False,False,67.71,False,False,5,3,5,True,1,0
-0.008695652173913784,-0.47706422018348627,True,9.54,True,0.42857142857142855,1.0,False,0.0,False,0.0,True,4,False,False,False,False,439.01,False,False,5,5,5,True,4,0
0.5739130434782603,0.3009174311926612,False,13.88,True,0.6,0.0,False,0.0,False,0.0,False,5,False,False,False,True,1200.22,False,True,5,4,2,True,2,0
-0.2782608695652176,-0.6605504587155964,False,13.65,True,0.5,0.0,False,0.0,True,0.0,True,5,False,False,False,False,704.54,False,False,1,4,2,True,1,1
-0.9826086956521737,0.6532110091743123,True,10.32,True,0.4,0.0,False,0.75,False,1.0,True,5,False,False,False,False,22.69,False,False,5,1,1,True,3,0
0.8347826086956517,0.6605504587155964,False,10.56,True,0.6,0.0,False,0.25,False,1.0,True,5,False,False,False,False,1502.94,False,False,2,1,5,True,1,0
-0.4956521739130437,1.0055045871559636,False,11.28,True,0.5,0.0,False,0.0,False,0.0,False,5,False,True,False,False,250.16,False,False,5,5,4,True,2,0
0.43478260869565216,-0.23486238532110112,False,14.24,True,0.5714285714285714,0.0,True,0.75,False,1.0,False,4,False,False,False,False,910.14,False,False,5,1,2,True,3,0
-0.5391304347826089,-1.0348623853211005,False,13.37,True,0.625,0.0,False,0.0,False,0.0,False,4,False,False,False,False,3644.61,False,False,5,2,4,True,5,0
-0.07826086956521788,-1.3944954128440368,False,14.94,True,0.75,-0.5,False,0.0,False,0.0,False,2,False,False,False,False,227.63,False,False,5,1,3,True,1,1
-0.6782608695652171,-0.5724770642201833,False,11.4,True,0.4,0.0,True,2.5,False,2.0,False,5,True,True,False,False,295.66,False,False,1,3,5,True,5,0
-0.5739130434782617,-0.6091743119266053,False,10.05,True,0.5,0.0,True,2.5,False,2.0,True,5,True,False,False,False,778.76,False,True,4,5,5,False,5,1
-0.44347826086956593,0.23486238532110112,False,10.59,True,0.42857142857142855,0.5,False,2.5,False,2.0,False,4,True,False,False,False,2204.0,False,False,5,5,1,False,5,1
-0.7130434782608698,-1.5045871559633028,False,13.05,True,0.75,-0.5,False,0.0,False,0.0,True,4,False,False,False,False,687.39,False,True,1,1,1,False,1,1
1.2173913043478262,-0.03669724770642202,True,11.66,True,0.5,0.0,False,1.25,False,1.0,False,3,False,False,False,True,560.85,False,False,5,3,4,True,5,0
-0.7565217391304351,-0.08807339449541306,True,11.78,True,0.5,0.0,False,0.0,False,0.0,False,5,False,False,False,False,373.52,False,False,5,3,1,True,1,1
0.5652173913043478,1.5192660550458719,False,14.22,False,0.5714285714285714,0.0,True,0.5,False,1.0,True,5,False,False,False,False,216.09,False,False,5,5,3,True,2,0
-0.5826086956521742,0.6972477064220184,False,13.99,False,0.5,0.0,True,0.0,False,0.0,False,3,False,True,False,True,1334.67,False,False,5,1,1,True,3,1
0.3999999999999995,-0.7853211009174313,True,12.42,True,0.6,-0.5,False,0.25,False,1.0,True,2,False,False,False,False,589.41,False,False,3,1,5,True,1,0
1.0086956521739125,-1.0348623853211005,False,10.61,True,0.5,0.5,True,0.25,False,1.0,True,3,False,False,False,False,582.11,False,False,3,3,5,False,1,1
1.3304347826086953,0.8660550458715595,False,15.41,True,0.7142857142857143,0.0,False,1.0,False,2.0,True,5,True,True,False,False,505.68,False,False,3,5,5,False,2,0
-1.1565217391304345,0.06605504587156005,False,15.86,True,0.8,-0.5,False,2.5,False,2.0,True,1,True,True,False,False,820.5,False,False,1,1,3,True,5,1
0.15652173913043455,0.6091743119266053,False,7.55,True,0.25,0.0,False,1.5,False,2.0,False,4,True,False,False,False,724.72,False,False,3,1,4,True,3,0
0.8434782608695655,-0.8807339449541285,True,12.08,True,0.6,0.0,False,1.0,False,1.0,True,1,False,False,False,False,1085.8,False,True,2,3,5,True,4,0
